Rank	Taxonpath	Taxon	X01	X02	X03	X04	X05	X06	X07	X08	X09	X10	X65-5-5	X65-5-1	X65-3-3	X65-3-1	X11	X25-I-1	X26-I-1	X27-I-1	X28-I-1	X29-I-1	X25-I-5	X30-II-5	X35-III-5	X40-I-5	X45-II-5	X12	X50-III-5	X75-5-5	X75-5-1	X75-3-3	X75-3-1	X60-5-5	X60-5-1	X60-3-3	X60-3-1	X80-5-5	X13	X80-5-1	X80-3-3	X80-3-1	X14	X15	X16	X17	X18	X19	X20	X21	X22	X23	X24	X01Pool	X11Pool	X21Pool	X55	X56	X57	X58	X59	X60	X61	X62	X63	X64	PCRRep01	PCRRep02	PCRRep03	PCRRep04	PCRRep05	PCRRep06	PCRRep07	PCRRep08	PCRRep09	PCRRep10	X55Pool	X70-5-5	X70-5-1	X70-3-3	X70-3-1	X1264-IV-5	X1274-IV-5	X1285-I-5	X1289-II-5	X1294-III-5	X1299-IV-5	X01_10_isPool	X11_20_isPool	X21_24_isPool	X55_64_isPool	XPCR
phylum	Main genome;Eukaryota;Opisthokonta;Metazoa (Animalia);Ctenophora	Ctenophora	0	0	0	0	1	0	0	0	1	1	0	1	0	0	1	1	1	0	0	1	1	2	1	1	1	0	0	2	1	1	2	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	1	0	1	1	1	1	0	1
phylum	Main genome;Eukaryota;Opisthokonta;Metazoa (Animalia);Priapulida	Priapulida	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
phylum	Main genome;Eukaryota;Opisthokonta;Metazoa (Animalia);Xenacoelomorpha	Xenacoelomorpha	5	6	7	6	8	4	6	6	5	7	3	1	2	0	6	4	5	2	3	3	5	3	7	4	3	7	3	22	21	18	16	3	2	4	3	13	7	10	10	9	6	6	8	7	7	4	6	4	5	6	7	6	6	6	2	4	4	2	3	2	3	3	3	2	3	2	2	2	2	3	2	2	2	3	3	1	0	1	0	2	2	12	7	7	9	11	12	9	5	3
phylum	Main genome;Eukaryota;Opisthokonta;Metazoa (Animalia);Acanthocephala	Acanthocephala	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
phylum	Main genome;Eukaryota;Opisthokonta;Metazoa (Animalia);Kinorhyncha	Kinorhyncha	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	2	1	1	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0
phylum	Main genome;Eukaryota;Opisthokonta;Metazoa (Animalia);Nemertea	Nemertea	3	3	5	3	4	4	4	4	4	5	2	2	1	2	5	1	3	1	1	1	1	3	2	3	5	6	3	5	5	7	6	4	3	5	6	2	3	3	2	3	4	5	3	5	3	4	3	2	3	3	4	5	4	4	4	4	6	4	4	5	3	4	4	5	4	4	4	5	4	4	4	4	4	5	4	5	4	3	2	3	0	3	4	3	4	6	6	4	8	6
phylum	Main genome;Eukaryota;Opisthokonta;Metazoa (Animalia);Gastrotricha	Gastrotricha	0	1	1	0	0	0	1	1	2	1	1	1	1	1	1	0	0	0	0	1	0	0	0	1	1	1	1	2	2	2	2	1	0	1	0	2	1	2	1	1	2	2	1	0	0	0	0	1	0	1	0	2	4	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	3	1	4	4	2	1	0
phylum	Main genome;Eukaryota;Opisthokonta;Metazoa (Animalia);Chaetognatha	Chaetognatha	1	1	1	1	1	1	0	1	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	1	0	1	1	0	1	0	1	1	2
phylum	Main genome;Eukaryota;Opisthokonta;Fungi;Ascomycota	Ascomycota	5	4	8	5	4	7	7	6	7	2	15	9	18	7	1	10	8	14	9	7	13	12	14	15	15	2	16	23	15	16	8	22	7	18	6	21	2	18	17	13	3	2	2	1	2	0	0	1	0	2	1	9	3	1	4	6	5	7	7	3	7	4	7	10	9	9	5	8	9	4	2	6	7	10	14	14	8	14	8	8	14	11	8	8	7	30	11	4	38	32
phylum	Main genome;Eukaryota;Opisthokonta;Fungi;Basidiomycota	Basidiomycota	3	1	1	2	1	2	1	1	2	1	1	1	2	3	1	1	0	1	2	2	1	1	1	3	3	0	3	3	3	4	1	2	1	3	2	3	0	1	4	5	0	0	0	0	1	0	0	1	0	0	0	3	0	1	2	0	1	1	2	2	1	1	0	0	0	2	2	0	0	0	0	4	1	3	3	4	1	4	1	2	2	1	2	3	2	7	2	1	7	6
phylum	Main genome;Eukaryota;Opisthokonta;Fungi;Glomeromycota	Glomeromycota	0	0	0	0	0	1	1	0	2	0	0	0	0	0	0	2	0	0	0	1	0	3	0	1	1	0	2	5	3	2	5	1	1	2	2	3	0	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	4	3	1	0	1	4	2	0	2	1	2	2	1	3	2	0	1	0	1	1	2	0	3	0	2	1	3	0	0	8	10
phylum	Main genome;Eukaryota;Opisthokonta;Fungi;Blastocladiomycota	Blastocladiomycota	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
phylum	Main genome;Eukaryota;Opisthokonta;Fungi;Chytridiomycota	Chytridiomycota	11	15	14	16	13	13	18	17	15	18	34	15	22	18	6	19	27	19	22	21	24	30	33	38	40	8	34	51	31	44	32	38	24	33	21	42	9	31	39	34	7	5	12	6	9	7	9	9	3	7	6	13	7	5	16	13	19	21	20	15	20	17	16	17	20	21	18	19	17	22	19	17	17	21	20	32	20	24	18	24	27	37	27	27	26	52	35	18	60	50
phylum	Main genome;Eukaryota;Opisthokonta;Fungi;Mortirellales phylum incertae sedis	Mortirellales phylum incertae sedis	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	1	0	2	0	0	0	2	1	1	0	2	2	1	2	2	1	0	2	0	0	0	1	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1	1	2	1	0	0	0	0	0	0	0	1	2	0	0	1	1	0	0	2	0	1	0	0	1	1	0	2	3
phylum	Main genome;Eukaryota;Opisthokonta;Fungi;Neocallimastigomycota	Neocallimastigomycota	0	0	1	1	0	1	0	0	0	0	3	0	0	1	0	1	4	1	2	1	2	0	2	1	0	0	0	3	1	2	1	1	1	1	3	0	1	1	1	0	1	1	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	2	0	1	0	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	2	2	2	0	3	5	0	2	2
phylum	Main genome;Eukaryota;Opisthokonta;Fungi;Zoopagomycotina	Zoopagomycotina	1	2	3	2	2	2	1	1	2	1	1	2	1	1	0	1	2	1	2	2	1	2	2	2	1	1	3	3	2	3	2	2	2	2	1	3	1	2	2	2	1	0	0	1	0	0	0	1	0	1	1	2	0	1	3	2	1	1	1	2	0	2	1	1	2	2	2	2	2	2	1	2	1	3	2	2	2	1	1	3	2	2	1	2	2	4	1	2	3	3
phylum	Main genome;Eukaryota;Opisthokonta;Fungi;Mucorales phylum incertae sedis	Mucorales phylum incertae sedis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
phylum	Main genome;Eukaryota;Opisthokonta;Fungi;Basidiobolaceae phylum incertae sedis	Basidiobolaceae phylum incertae sedis	1	0	1	0	1	0	0	0	0	0	1	1	1	1	0	1	0	1	1	0	1	1	0	1	1	0	0	0	1	0	0	1	1	1	1	1	0	2	0	1	0	0	1	1	2	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	2	0	2	2	2	1	2
phylum	Main genome;Eukaryota;Opisthokonta;Fungi;Endogonales phylum incertae sedis	Endogonales phylum incertae sedis	1	1	1	1	1	1	2	1	1	1	2	1	2	2	0	3	2	1	1	2	4	1	4	1	2	1	3	2	3	2	2	1	1	2	2	4	1	3	4	1	1	1	1	1	1	1	1	0	2	1	0	1	1	2	1	1	1	2	2	1	2	2	1	1	2	2	2	1	1	2	3	2	2	2	1	1	2	1	1	2	2	2	1	3	1	2	1	2	3	4
phylum	Main genome;Eukaryota;Opisthokonta;Choanomonada;Choanoflagellida	Choanoflagellida	2	2	2	1	4	2	1	6	2	3	6	7	5	7	2	10	8	6	9	4	10	11	7	9	10	2	13	21	16	17	13	8	5	11	6	12	2	19	16	14	2	2	2	0	1	1	1	0	1	0	0	7	1	4	8	4	6	5	6	5	5	5	7	4	6	6	8	7	3	8	7	9	11	2	6	8	3	6	1	7	7	7	7	8	10	11	11	1	22	21
phylum	Main genome;Eukaryota;Opisthokonta;Cryptomycota Holomycota kingdom incertae sedis;Cryptomycota	Cryptomycota	3	3	3	5	5	3	5	5	2	5	6	7	4	3	1	5	6	8	7	5	9	7	5	5	5	1	5	4	8	4	7	3	4	4	6	7	1	5	6	2	4	1	2	1	2	1	3	4	2	1	1	2	3	2	4	2	2	2	2	3	4	5	4	1	2	3	3	3	4	3	5	2	4	2	6	7	7	5	3	6	5	7	5	4	3	12	8	7	9	10
phylum	Main genome;Eukaryota;Opisthokonta;Cryptomycota Holomycota kingdom incertae sedis;LKM15	LKM15	0	0	0	1	0	0	1	1	1	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	1	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	1	0	1	1	1	0	0
phylum	Main genome;Eukaryota;Opisthokonta;Mesomycetozoa;Ichthyophonidae	Ichthyophonidae	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0
phylum	Main genome;Eukaryota;Opisthokonta;Mesomycetozoa;Pseudoperkinsidae	Pseudoperkinsidae	1	3	4	1	1	2	1	1	2	1	1	1	1	1	1	3	2	2	2	3	4	2	2	6	3	0	5	4	6	6	6	4	1	3	1	6	1	5	6	5	2	1	3	2	0	1	0	0	0	1	0	2	0	0	3	1	2	2	3	1	3	3	1	5	2	1	1	3	0	2	2	1	1	1	3	2	1	3	2	1	5	2	2	2	2	5	7	1	11	6
phylum	Main genome;Eukaryota;Opisthokonta;Mesomycetozoa;Abeoformidae	Abeoformidae	4	5	7	6	7	9	7	7	6	6	7	5	6	3	3	5	4	6	7	6	6	8	6	11	5	4	7	8	5	5	9	6	5	6	4	4	3	7	4	6	6	4	5	3	3	3	3	3	4	5	6	7	3	4	5	6	7	6	4	7	7	5	7	4	4	4	4	4	5	5	5	5	3	3	4	7	5	6	3	5	4	7	6	4	5	13	11	8	14	11
phylum	Main genome;Eukaryota;Opisthokonta;Discicristoidea Holomycota kingdom incertae sedis;Nucleariida	Nucleariida	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	1	1	1	2	1	2	2	2	2	0	1	2	4	3	3	3	0	2	1	3	0	6	2	2	0	0	0	0	0	0	1	0	1	0	0	0	1	1	0	0	1	2	0	1	2	2	1	1	1	2	1	0	0	2	1	0	1	2	0	1	0	1	0	0	1	1	1	3	1	1	3	1	4	4
phylum	Main genome;Eukaryota;Opisthokonta;Mesomycetozoea;Dermocystida phylum incertae sedis	Dermocystida phylum incertae sedis	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	2	1	1	1	0	0	0	1	1	1	1	1	0	1	1	0	1	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1	1	1	0	1	0	0	1	1	0	0	1	1	1	1	0	0	1	0	0	0	1	1	0	1	0	1	0	2	2
phylum	Main genome;Eukaryota;Opisthokonta;Filasterea;Ministeriida	Ministeriida	0	1	0	0	0	0	0	1	2	0	0	0	1	0	0	0	0	0	2	0	1	1	1	0	2	0	2	2	1	0	2	0	0	1	0	0	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	1	0	1	4	1	0	2	4
phylum	Main genome;Eukaryota;Excavata;Discoba;Jakobida	Jakobida	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	1	0	1	0	1	0	1	0	1	4	5	7	3	5	4	2	0	3	0	3	4	1	0	1	1	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	1	0	1	0	4	0	1	0	0	1	0	1	1	0	1	1	0	0	0	0	1	0	1	0	0	2	1	3	2	6	4
phylum	Main genome;Eukaryota;Excavata;Metamonada;Fornicata	Fornicata	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	2	0	1	1	0	0	0	0	1	0	0	1	0	0	1	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	3	3	0	1	0
phylum	Main genome;Eukaryota;Excavata;Metamonada;Preaxostyla	Preaxostyla	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
phylum	Main genome;Eukaryota;Archaeplastida;Plantae;Tracheophyta	Tracheophyta	3	0	1	0	0	3	0	0	0	0	2	3	2	1	0	0	0	0	0	0	2	1	3	2	1	4	2	2	1	0	0	2	2	2	2	2	0	1	3	2	0	0	0	2	2	0	0	0	0	1	2	3	1	1	1	1	2	0	0	1	1	2	0	1	1	0	0	0	1	0	1	0	0	0	1	2	1	1	0	0	1	2	0	0	0	6	7	3	5	1
phylum	Main genome;Eukaryota;Archaeplastida;Plantae;Chlorophyta	Chlorophyta	45	58	62	68	60	59	60	62	53	56	77	44	66	58	33	65	63	63	67	64	75	76	66	76	82	22	94	60	56	63	57	62	46	55	46	61	28	60	60	59	29	25	30	24	26	22	21	19	22	21	18	62	30	19	43	35	37	40	35	41	41	40	39	39	40	44	39	36	45	38	42	47	38	41	58	67	57	60	55	64	62	68	69	61	50	119	77	44	91	82
phylum	Main genome;Eukaryota;Archaeplastida;Plantae;Streptophyta	Streptophyta	0	0	0	0	2	1	0	0	0	0	2	2	1	0	0	1	0	1	1	0	0	1	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	1	1	0	0	3	1	1	1	0
phylum	Main genome;Eukaryota;Archaeplastida;Plantae;Bryophyta	Bryophyta	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
phylum	Main genome;Eukaryota;Archaeplastida;Plantae;Zygnematophyceae phylum incertae sedis	Zygnematophyceae phylum incertae sedis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	1	1	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	1
phylum	Main genome;Eukaryota;Archaeplastida;Rhodophyceae;Rhodellophyceae phylum incertae sedis	Rhodellophyceae phylum incertae sedis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
phylum	Main genome;Eukaryota;Archaeplastida;Glaucophyta kingdom incertae sedis;Glaucophyta phylum incertae sedis	Glaucophyta phylum incertae sedis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
phylum	Main genome;Eukaryota;SAR;Alveolata;Apicomplexa	Apicomplexa	37	53	54	49	63	47	50	59	47	39	81	53	70	54	25	68	63	61	76	63	102	85	67	101	82	29	91	87	83	76	78	94	62	87	59	76	23	84	67	62	30	27	23	30	19	22	23	36	27	22	28	61	25	26	57	50	61	46	44	58	58	42	46	50	48	47	50	42	49	56	50	45	50	42	65	79	59	72	58	64	90	62	62	50	60	178	110	69	181	120
phylum	Main genome;Eukaryota;SAR;Alveolata;Dinoflagellata	Dinoflagellata	48	51	58	48	56	53	53	56	55	47	87	63	74	59	32	57	61	62	57	63	80	73	74	96	91	31	93	98	100	96	92	96	73	87	78	80	33	81	85	86	33	36	38	34	33	29	35	42	45	51	45	75	49	52	45	56	56	56	50	63	59	60	43	47	51	57	57	55	59	57	53	54	64	52	80	83	66	62	62	68	76	78	75	72	71	153	102	79	160	118
phylum	Main genome;Eukaryota;SAR;Alveolata;Ciliophora	Ciliophora	20	20	22	23	21	24	23	26	20	23	32	33	36	24	18	51	46	48	53	43	62	59	58	48	55	26	62	143	122	130	122	56	41	54	41	97	29	122	95	115	24	21	22	19	15	29	23	26	26	25	27	34	27	25	30	31	42	38	33	39	33	43	36	42	36	40	41	35	40	40	38	39	42	34	45	33	26	29	23	27	53	69	54	46	66	76	95	50	138	122
phylum	Main genome;Eukaryota;SAR;Alveolata;Alveolata incertae sedis	Alveolata incertae sedis	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1	1	0	0	0	1	1	2	1	2	0	0	0	0	1	0	3	2	3	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	1	1	1	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	3	3
phylum	Main genome;Eukaryota;SAR;Alveolata;OLI11255	OLI11255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
phylum	Main genome;Eukaryota;SAR;Alveolata;BOLA914	BOLA914	0	2	1	0	0	0	1	1	1	0	4	2	4	2	0	0	2	0	1	2	1	2	0	0	3	2	2	4	4	4	2	5	0	3	0	4	0	4	2	1	0	0	0	1	0	0	0	0	1	0	1	1	0	1	2	0	1	2	1	0	1	1	1	1	0	1	0	0	1	0	0	0	1	1	2	0	0	1	0	0	1	0	1	2	1	2	2	2	5	4
phylum	Main genome;Eukaryota;SAR;Alveolata;Colpodellida	Colpodellida	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	1	0	1	0	1	1	1	1	1	0	0	2	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	2	0	0	0	1	1	0	2	0	1	1	1
phylum	Main genome;Eukaryota;SAR;Alveolata;Chromerida	Chromerida	1	0	1	0	0	0	1	0	1	1	1	1	1	1	3	3	1	1	2	1	1	2	1	1	1	0	2	3	3	2	3	2	2	2	1	4	1	2	3	4	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	3	2	2	1	2	1	1	1	0	1	1	1	2	1	1	0	1	0	0	3	1	2	1	1	2	4	0	4	3
phylum	Main genome;Eukaryota;SAR;Alveolata;Syndiniales class incertae sedis	Syndiniales class incertae sedis	26	25	34	25	28	27	27	25	39	25	32	33	33	35	14	38	39	34	37	39	39	44	35	49	48	14	52	48	44	40	34	47	31	42	29	43	13	42	38	41	15	20	14	22	19	16	15	20	20	13	20	29	19	15	23	24	27	29	28	30	28	23	26	27	33	29	25	32	31	19	23	32	32	27	25	47	31	48	34	29	37	51	45	42	36	80	56	39	83	67
phylum	Main genome;Eukaryota;SAR;Alveolata;Perkinsidae phylum incertae sedis	Perkinsidae phylum incertae sedis	7	10	13	8	11	10	11	11	9	6	16	6	11	8	5	13	15	15	16	13	18	23	23	17	18	4	32	37	27	36	22	24	17	18	15	31	8	26	29	23	9	8	7	7	3	4	3	4	6	8	6	9	5	5	9	13	16	13	10	11	10	14	12	11	11	12	11	9	9	11	13	13	13	10	16	15	13	13	7	10	17	21	16	19	25	37	21	15	42	19
phylum	Main genome;Eukaryota;SAR;Rhizaria;Cercozoa	Cercozoa	253	258	304	277	300	316	288	293	296	265	463	322	409	323	187	368	372	376	390	384	501	485	483	516	533	185	564	737	618	666	580	574	397	517	361	661	181	654	588	517	189	174	188	173	158	157	176	189	215	211	215	324	211	204	281	319	318	317	312	342	324	313	309	330	336	320	338	314	343	319	321	308	334	340	404	450	347	384	296	313	418	460	403	383	378	875	632	429	1036	849
phylum	Main genome;Eukaryota;SAR;Rhizaria;Retaria	Retaria	2	3	6	7	5	9	2	4	4	6	9	6	4	1	5	22	19	16	22	18	33	23	18	22	26	7	37	44	37	44	37	28	13	20	19	39	7	38	40	38	3	5	8	7	6	4	3	2	4	5	5	8	8	4	13	13	9	10	12	15	18	14	19	14	18	20	12	17	16	18	19	22	13	18	18	15	11	13	10	10	21	19	16	28	23	28	32	13	44	51
phylum	Main genome;Eukaryota;SAR;Stramenopiles;Stramenopiles incertae sedis	Stramenopiles incertae sedis	3	4	7	5	6	5	5	4	3	2	7	7	7	6	4	9	6	7	9	6	7	15	7	8	7	2	12	21	21	21	15	11	8	7	8	23	5	25	26	25	4	4	3	2	2	5	3	4	3	2	4	4	2	3	7	7	8	10	7	10	7	8	8	8	8	9	9	9	10	7	9	9	8	8	9	8	6	7	5	6	9	9	9	8	12	17	12	5	27	20
phylum	Main genome;Eukaryota;SAR;Stramenopiles;MAST-3	MAST-3	0	1	0	1	1	0	0	1	0	0	1	1	0	1	1	0	2	0	4	2	2	4	3	3	1	0	2	2	4	5	3	1	3	2	3	2	0	9	4	4	1	0	0	0	0	0	1	0	0	0	0	1	1	0	2	1	1	1	2	0	1	0	0	0	0	1	1	1	0	1	0	1	1	1	1	0	0	1	1	1	2	0	1	2	1	3	3	0	3	5
phylum	Main genome;Eukaryota;SAR;Stramenopiles;MAST-4	MAST-4	0	1	1	0	0	1	2	0	0	0	1	1	1	0	0	1	2	2	1	2	3	1	1	1	1	1	0	2	2	1	2	1	1	1	2	1	0	2	3	1	1	1	1	0	0	1	0	0	0	0	0	1	0	0	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	3	1	1	0	3	3	0	2	1
phylum	Main genome;Eukaryota;SAR;Stramenopiles;MAST-9	MAST-9	10	14	11	10	12	10	10	12	11	11	13	8	12	11	4	11	13	13	15	10	14	15	13	14	14	4	14	11	9	13	8	15	9	13	9	10	3	11	11	12	5	3	4	3	4	4	4	3	4	4	4	13	5	4	10	9	7	8	10	9	9	11	9	8	10	9	10	7	7	8	10	9	8	9	8	14	13	14	9	12	13	11	13	11	9	16	9	9	20	15
phylum	Main genome;Eukaryota;SAR;Stramenopiles;MAST-12	MAST-12	10	11	15	12	9	12	10	14	15	9	17	13	12	11	8	16	14	13	15	13	18	13	17	17	16	9	20	15	14	17	13	16	15	16	12	17	6	15	16	20	8	8	8	9	7	8	4	6	11	9	7	8	10	6	8	8	10	12	9	12	10	10	9	10	16	16	12	12	14	16	10	14	18	11	15	17	19	16	13	13	14	15	16	14	12	24	18	14	24	24
phylum	Main genome;Eukaryota;SAR;Stramenopiles;MAST-8	MAST-8	0	2	3	3	3	3	4	2	1	2	4	4	3	4	1	4	2	3	2	3	2	5	4	4	5	0	6	6	5	8	8	9	3	7	1	5	0	7	4	5	1	1	2	0	0	1	1	0	1	1	0	1	2	1	6	1	3	1	1	0	1	3	2	4	2	2	2	2	3	0	2	4	5	1	4	6	7	5	4	5	3	4	5	4	2	8	4	2	14	7
phylum	Main genome;Eukaryota;SAR;Stramenopiles;MAST-7	MAST-7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
phylum	Main genome;Eukaryota;SAR;Stramenopiles;MAST-1	MAST-1	1	1	2	1	1	2	1	3	1	2	1	2	2	2	2	2	1	2	1	1	2	1	1	2	2	1	1	2	2	3	3	2	2	4	2	2	2	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	3	1	2	2	1	2	1	3	1	1	4	4	1	2	2
