Rank	Taxonpath	Taxon	S675S.DA01r3	S07.18SX07	S45.18SX62	S20.18SX20	S676S.DA01r4	S10.18SX10	S23.18SX23	S677S.DA01r5	S770S.DA013III	S186SBLEX2	S44.18SX61	S39.18SX56	S771S.DA013IV	S192SBLPCR	S122S75.79	S688S.DA01	S22.18SX22	S15.18SX15	S126S60.64	S109S65.67	S42.18SX59	S113S27	S687S.DA01	S679S.DA01r7	S768S.DA013I	S115S29	S108S65.69	S38.18SX55	S27.18SX21.24	S02.18SX02	S812S.BLEX14	S686S.DA01	S674S.DA01r2	S680S.DA01r8	S03.18SX03	S112S26	S40.18SX57	S26.18SX11.20	S133S80.82	S46.18SX63	S120S45.49	S118S35.39	S683S.DA01	S13.18SX13	S110S65.67	S128S60.62	S43.18SX60	S678S.DA01r6	S111S25	S123S75.79	S09.18SX09	S18.18SX18	S19.18SX19	S12.18SX12	S119S40.44	S189SMOCK	S189SBLEX4	S06.18SX06	S125S75.77	S767S.DA012IV	S689S.DA01	S17.18SX17	S124S75.77	S129S60.62	S01.18SX01	S127S60.64	S47.18SX64	S121S50.54	S04.18SX04	S25.18SX1.10	S08.18SX08	S21.18SX21	S766S.DA011IV	S107S65.69	S41.18SX58	S11.18SX11	S114S28	S16.18SX16	S682S.DA01r10	S14.18SX14	S732S.BLANK	S813S.BLANK	S769S.DA013II	S681S.DA01r9	S811S.BLEX14	S132S80.82	S48.18SBlank	S116S25.29	S130S80.84	S05.18SX05	S117S30.34	S24.18SX24	S131S80.84	S673S.DA01r1
phylum	Main genome;Eukaryota;Opisthokonta;Metazoa (Animalia);Brachiopoda	Brachiopoda	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0
phylum	Main genome;Eukaryota;Opisthokonta;Metazoa (Animalia);Tardigrada	Tardigrada	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
phylum	Main genome;Eukaryota;Opisthokonta;Metazoa (Animalia);Porifera	Porifera	0	0	0	0	1	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
phylum	Main genome;Eukaryota;Opisthokonta;Metazoa (Animalia);Hemichordata	Hemichordata	2	1	2	1	1	0	1	0	0	0	1	0	2	0	0	0	0	1	1	0	1	1	1	1	0	3	0	1	0	0	0	1	2	1	1	0	2	0	0	1	0	1	2	2	0	2	1	2	1	0	0	0	0	0	1	0	0	0	0	1	0	3	0	0	0	2	2	0	0	0	1	1	0	0	1	0	1	0	1	1	0	0	0	2	0	0	0	2	1	0	1	1	1	1
phylum	Main genome;Eukaryota;Opisthokonta;Metazoa (Animalia);Bryozoa	Bryozoa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0
phylum	Main genome;Eukaryota;Opisthokonta;Metazoa (Animalia);Ctenophora	Ctenophora	0	0	0	0	0	1	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	2	1	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	1	0	1	1	1	2	1	1	1
phylum	Main genome;Eukaryota;Opisthokonta;Metazoa (Animalia);Priapulida	Priapulida	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
phylum	Main genome;Eukaryota;Opisthokonta;Metazoa (Animalia);Xenacoelomorpha	Xenacoelomorpha	2	6	3	6	2	7	6	2	7	1	3	4	9	0	22	1	5	6	3	2	3	2	1	2	12	3	1	2	6	6	0	1	2	2	7	5	4	6	9	3	3	7	3	7	0	4	2	3	4	21	5	7	4	7	4	1	0	5	16	2	0	7	18	3	5	2	2	3	6	6	6	4	2	3	2	6	3	8	3	6	0	1	7	2	0	10	0	5	13	8	3	7	10	3
phylum	Main genome;Eukaryota;Opisthokonta;Metazoa (Animalia);Acanthocephala	Acanthocephala	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
phylum	Main genome;Eukaryota;Opisthokonta;Metazoa (Animalia);Kinorhyncha	Kinorhyncha	0	0	0	0	0	0	1	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0
phylum	Main genome;Eukaryota;Opisthokonta;Metazoa (Animalia);Nemertea	Nemertea	4	4	4	3	5	5	3	4	4	2	4	4	4	0	5	4	3	5	4	1	4	1	4	4	3	2	2	4	5	3	0	6	4	4	5	4	7	4	3	4	5	2	4	3	2	5	6	4	1	5	4	3	4	6	3	2	0	4	6	1	2	5	7	6	3	4	5	3	4	5	4	2	3	2	4	5	1	4	5	4	0	0	4	4	0	2	1	1	2	4	3	4	3	4
phylum	Main genome;Eukaryota;Opisthokonta;Metazoa (Animalia);Gastrotricha	Gastrotricha	0	1	1	0	0	1	1	0	3	0	0	0	1	0	2	1	0	2	1	1	1	0	0	0	0	1	1	0	1	1	0	0	0	0	1	0	0	4	1	0	1	0	0	1	1	1	0	0	0	2	2	0	0	1	1	0	0	0	2	1	0	0	2	0	0	0	0	1	0	2	1	1	0	1	0	1	0	1	0	2	0	0	1	0	0	1	0	0	2	0	0	0	2	0
phylum	Main genome;Eukaryota;Opisthokonta;Metazoa (Animalia);Chaetognatha	Chaetognatha	1	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0
phylum	Main genome;Eukaryota;Opisthokonta;Fungi;Ascomycota	Ascomycota	5	7	4	0	8	2	2	9	8	0	7	6	7	0	23	14	0	2	22	18	7	14	8	2	11	7	9	4	1	4	0	14	9	6	8	8	5	3	13	7	15	14	14	2	7	18	3	4	10	15	7	2	0	2	15	0	0	7	8	14	8	1	16	6	5	7	10	16	5	9	6	1	8	15	7	1	9	2	10	3	0	0	8	7	0	17	0	13	21	4	12	1	18	9
phylum	Main genome;Eukaryota;Opisthokonta;Fungi;Basidiomycota	Basidiomycota	2	1	1	0	0	1	0	0	3	0	1	0	2	0	3	4	0	0	2	2	2	1	1	0	1	2	1	2	1	1	0	4	2	4	1	0	1	0	5	0	3	1	3	0	3	3	2	0	1	3	2	1	0	0	3	0	0	2	1	2	1	0	4	2	3	1	0	3	2	3	1	1	2	1	1	1	2	0	3	0	0	0	2	1	0	4	0	1	3	1	1	0	1	0
phylum	Main genome;Eukaryota;Opisthokonta;Fungi;Glomeromycota	Glomeromycota	0	1	1	0	2	0	0	1	2	0	3	1	1	0	5	1	0	0	1	0	0	0	0	2	3	1	0	0	0	0	0	1	2	1	0	0	0	0	0	0	1	0	0	0	0	2	4	2	2	3	2	0	0	0	1	0	0	1	5	0	1	0	2	2	0	1	1	2	0	0	0	0	2	0	3	0	0	0	2	0	0	0	0	3	0	2	0	0	3	0	3	0	5	4
phylum	Main genome;Eukaryota;Opisthokonta;Fungi;Blastocladiomycota	Blastocladiomycota	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
phylum	Main genome;Eukaryota;Opisthokonta;Fungi;Chytridiomycota	Chytridiomycota	18	18	17	9	19	18	7	17	27	1	20	13	26	2	51	24	3	5	38	22	20	19	20	19	37	21	15	16	5	15	0	32	21	17	14	27	19	7	34	16	40	33	20	9	18	33	15	22	19	31	15	9	7	8	38	0	1	13	32	27	18	6	44	21	11	24	17	34	16	13	17	9	24	34	21	6	22	12	21	7	0	0	27	17	0	39	1	24	42	13	30	6	31	20
phylum	Main genome;Eukaryota;Opisthokonta;Fungi;Mortirellales phylum incertae sedis	Mortirellales phylum incertae sedis	0	0	1	1	0	1	0	0	0	0	0	0	0	0	2	1	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	2	0	0	1	2	1	0	0	1	0	0	1	0	1	0	0	0	2	2	0	0	2	0	0	0	2	2	0	0	0	0	0	0	0	0	2	0	2	0	0	0	1	1	0	0	0	0	0	1	0	0	1	1
phylum	Main genome;Eukaryota;Opisthokonta;Fungi;Neocallimastigomycota	Neocallimastigomycota	0	0	1	0	0	0	0	1	2	0	0	0	0	0	3	0	0	1	1	0	0	1	0	0	2	1	0	1	0	0	0	0	0	0	1	4	0	0	0	0	0	2	1	1	1	1	2	0	1	1	0	0	0	0	1	0	0	1	1	0	0	0	2	3	0	1	1	0	1	0	0	0	0	3	1	0	2	3	1	1	0	0	2	0	0	1	0	2	0	0	0	0	1	0
phylum	Main genome;Eukaryota;Opisthokonta;Fungi;Zoopagomycotina	Zoopagomycotina	2	1	2	0	2	1	1	2	2	0	0	2	2	0	3	1	0	0	2	1	1	1	2	1	2	2	2	3	1	2	0	2	2	2	3	2	1	0	2	1	1	2	2	1	1	2	2	2	1	2	2	0	0	1	2	0	0	2	2	2	1	1	3	1	1	2	1	3	2	2	1	1	3	1	1	0	2	0	3	1	0	0	1	1	0	2	0	1	3	2	2	1	2	2
phylum	Main genome;Eukaryota;Opisthokonta;Fungi;Mucorales phylum incertae sedis	Mucorales phylum incertae sedis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0
phylum	Main genome;Eukaryota;Opisthokonta;Fungi;Basidiobolaceae phylum incertae sedis	Basidiobolaceae phylum incertae sedis	0	0	1	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	1	1	0	1	0	0	0	0	1	0	0	0	0	0	2	0	1	0	0	0	1	0	1	0	1	0	1	1	0	0	1	1	0	2	0	0	1	0	0	0	0	0	0	1	0	1	1	1	0	1	0	0	0	1	1	1	0	0	1	1	0	0	0	0	0	0	1	0	0	1	1	1	1	1	2	0
phylum	Main genome;Eukaryota;Opisthokonta;Fungi;Endogonales phylum incertae sedis	Endogonales phylum incertae sedis	2	2	2	1	1	1	1	1	3	0	2	1	1	0	2	1	2	1	1	2	2	1	2	3	2	2	1	1	2	1	0	1	2	2	1	2	1	1	1	1	2	4	1	1	2	2	1	2	3	3	1	1	1	1	1	0	0	1	2	2	1	1	2	2	1	1	1	3	1	1	1	0	2	2	2	0	1	1	2	1	0	0	1	2	0	4	0	4	4	1	1	0	3	2
phylum	Main genome;Eukaryota;Opisthokonta;Choanomonada;Choanoflagellida	Choanoflagellida	8	1	5	1	7	3	0	3	8	0	5	4	10	0	21	6	1	2	8	5	6	6	3	7	7	4	7	8	4	2	0	8	6	9	2	8	6	1	14	7	10	7	6	2	7	11	5	8	10	16	2	1	1	2	9	0	0	2	13	7	1	0	17	6	2	5	4	13	1	7	6	0	7	6	5	2	9	2	2	2	0	0	7	11	0	16	0	10	12	4	11	0	19	6
phylum	Main genome;Eukaryota;Opisthokonta;Cryptomycota Holomycota kingdom incertae sedis;Cryptomycota	Cryptomycota	3	5	5	3	3	5	1	4	4	0	4	2	3	0	4	5	2	1	3	4	2	8	7	5	7	5	7	4	2	3	0	7	3	2	3	6	2	3	2	4	5	5	6	1	3	4	3	3	5	8	2	2	1	1	5	0	0	3	7	5	3	1	4	6	3	4	1	5	5	2	5	4	6	6	2	1	7	2	2	4	0	0	5	4	0	6	0	9	7	5	7	1	5	2
phylum	Main genome;Eukaryota;Opisthokonta;Cryptomycota Holomycota kingdom incertae sedis;LKM15	LKM15	0	1	0	1	0	1	0	0	1	0	0	0	0	0	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	1	0	1	0	1	0	0	0	1	1	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
phylum	Main genome;Eukaryota;Opisthokonta;Mesomycetozoa;Ichthyophonidae	Ichthyophonidae	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
phylum	Main genome;Eukaryota;Opisthokonta;Mesomycetozoa;Pseudoperkinsidae	Pseudoperkinsidae	1	1	3	0	3	1	1	0	2	0	3	1	2	0	4	3	0	1	4	1	3	2	1	2	2	3	1	3	0	3	0	2	1	1	4	2	2	0	5	1	3	2	3	1	1	3	1	2	3	6	2	0	1	0	6	0	0	2	6	5	2	2	6	1	1	1	5	5	1	2	1	0	1	1	2	1	2	3	1	2	0	0	2	1	0	6	0	4	6	1	2	0	5	2
phylum	Main genome;Eukaryota;Opisthokonta;Mesomycetozoa;Abeoformidae	Abeoformidae	4	7	5	3	4	6	5	5	4	0	7	6	5	0	8	6	4	4	6	6	4	6	5	5	7	6	5	5	4	5	0	7	4	5	7	4	7	3	6	7	5	6	4	3	3	6	7	5	5	5	6	3	3	4	11	0	0	9	9	4	3	3	5	4	4	5	4	7	6	7	7	3	5	7	6	3	7	5	3	6	0	0	6	3	0	4	0	6	4	7	8	6	7	4
phylum	Main genome;Eukaryota;Opisthokonta;Discicristoidea Holomycota kingdom incertae sedis;Nucleariida	Nucleariida	1	1	2	1	0	0	0	0	3	0	2	0	1	0	2	1	1	0	3	0	0	1	0	1	1	2	0	0	1	0	0	1	2	0	0	1	1	1	2	1	2	2	0	0	0	2	1	2	0	4	0	0	0	0	2	0	0	0	3	1	0	0	3	1	0	0	1	1	0	0	0	0	0	0	2	2	1	0	2	0	0	0	1	1	0	2	0	1	3	0	2	0	6	1
phylum	Main genome;Eukaryota;Opisthokonta;Mesomycetozoea;Dermocystida phylum incertae sedis	Dermocystida phylum incertae sedis	0	0	1	0	1	0	0	1	0	0	1	1	1	0	1	1	0	0	0	0	1	0	0	0	1	2	0	0	0	0	0	0	0	1	0	1	0	0	1	1	0	1	1	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	1	0	1	0	1	1	0	1	0	1	1
phylum	Main genome;Eukaryota;Opisthokonta;Filasterea;Ministeriida	Ministeriida	2	0	1	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	2	1	0	0	0	1	0	0	0	1	2	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	2	0	1	0	0	0	1	1	0	1	0	1	0	0	1	0	1	0
phylum	Main genome;Eukaryota;Excavata;Discoba;Jakobida	Jakobida	0	0	1	1	0	0	0	1	0	0	0	0	2	0	4	0	1	1	5	0	0	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	1	1	1	0	1	2	1	0	2	5	0	0	0	0	0	0	0	0	3	0	0	0	7	0	1	4	4	1	0	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	4	0	1	3	0	0	1	3	0
phylum	Main genome;Eukaryota;Excavata;Metamonada;Fornicata	Fornicata	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	1	0	0	0	0	1	1	0	0	0	2	0	0	2	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0
phylum	Main genome;Eukaryota;Excavata;Metamonada;Preaxostyla	Preaxostyla	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
phylum	Main genome;Eukaryota;Archaeplastida;Plantae;Tracheophyta	Tracheophyta	0	0	2	0	0	0	1	1	0	0	1	1	0	0	2	1	0	0	2	2	0	0	1	1	2	0	3	1	1	0	0	2	0	0	1	0	2	1	2	0	1	3	1	0	1	2	1	0	0	1	0	2	0	4	2	0	0	3	0	1	0	2	0	2	3	2	1	2	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	3	0	2	2	0	1	2	1	1
phylum	Main genome;Eukaryota;Archaeplastida;Plantae;Chlorophyta	Chlorophyta	39	60	40	21	36	56	21	45	61	0	41	35	50	2	60	60	22	25	62	66	35	63	57	42	68	64	44	43	19	58	0	67	44	47	62	63	37	30	59	39	82	66	58	28	58	55	41	38	65	56	53	26	22	22	76	0	0	59	57	62	55	24	63	46	45	46	39	94	68	62	62	19	64	77	40	33	67	30	41	29	0	0	69	38	0	60	0	75	61	60	76	18	60	40
phylum	Main genome;Eukaryota;Archaeplastida;Plantae;Streptophyta	Streptophyta	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	0	1	1	0	1	0	2	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	2	1	1	1	0
phylum	Main genome;Eukaryota;Archaeplastida;Plantae;Bryophyta	Bryophyta	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
phylum	Main genome;Eukaryota;Archaeplastida;Plantae;Zygnematophyceae phylum incertae sedis	Zygnematophyceae phylum incertae sedis	1	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
phylum	Main genome;Eukaryota;Archaeplastida;Rhodophyceae;Rhodellophyceae phylum incertae sedis	Rhodellophyceae phylum incertae sedis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
phylum	Main genome;Eukaryota;Archaeplastida;Glaucophyta kingdom incertae sedis;Glaucophyta phylum incertae sedis	Glaucophyta phylum incertae sedis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
phylum	Main genome;Eukaryota;SAR;Alveolata;Apicomplexa	Apicomplexa	50	50	42	23	42	39	22	49	50	0	58	50	60	0	87	72	27	27	94	70	44	61	59	50	62	63	53	57	26	53	0	79	47	45	54	63	61	25	62	46	82	67	65	23	54	87	58	56	68	83	47	19	22	29	101	4	2	47	78	90	58	30	76	59	37	62	50	91	49	61	59	36	64	81	46	25	76	23	42	30	0	0	62	50	0	67	1	102	76	63	85	28	84	48
phylum	Main genome;Eukaryota;SAR;Alveolata;Dinoflagellata	Dinoflagellata	57	53	60	35	55	47	52	59	72	3	59	56	71	4	98	62	45	36	96	74	50	62	66	53	78	63	63	45	52	52	1	83	57	54	58	61	56	49	86	43	91	74	80	33	59	87	64	57	57	100	55	33	29	31	96	9	2	53	92	76	62	35	96	78	48	73	47	93	48	75	56	42	68	87	56	32	57	39	52	33	0	0	75	64	0	86	3	80	80	56	73	45	81	51
phylum	Main genome;Eukaryota;SAR;Alveolata;Ciliophora	Ciliophora	41	23	43	23	35	23	25	40	46	2	34	31	66	4	143	29	26	21	56	36	33	48	26	38	69	43	33	30	25	20	0	33	40	39	22	46	43	27	115	36	55	58	45	29	24	54	40	40	52	122	20	15	29	26	48	6	1	25	122	53	23	19	130	41	20	41	42	62	23	34	26	26	27	32	38	18	53	23	34	24	0	0	54	42	0	95	4	62	97	21	59	27	122	36
phylum	Main genome;Eukaryota;SAR;Alveolata;Alveolata incertae sedis	Alveolata incertae sedis	0	0	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	1	0	0	0	0	1	1	1	2	0	0	0	0	0	0	0	0	2	1	0	0	1	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	1	1	0	1	1	3	1
phylum	Main genome;Eukaryota;SAR;Alveolata;OLI11255	OLI11255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
phylum	Main genome;Eukaryota;SAR;Alveolata;BOLA914	BOLA914	0	1	1	0	0	0	0	1	2	0	1	0	1	0	4	1	1	0	5	4	1	0	0	0	0	2	2	2	1	2	0	0	1	0	1	2	1	0	1	1	3	0	2	0	2	3	0	0	0	4	1	0	0	2	0	0	0	0	2	1	0	1	4	0	0	0	1	2	0	1	1	0	0	4	2	0	1	0	1	0	0	0	1	1	0	2	0	1	4	0	2	1	4	0
phylum	Main genome;Eukaryota;SAR;Alveolata;Colpodellida	Colpodellida	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	1	1	0	0	1	0	1	0	0	0	1	0	0	1	1	1	0	1	0	1	1	0	0	0	2	1	0	1	1	0	0	0	0	0	0	0	0	1	0	2	0	1	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	1	0
phylum	Main genome;Eukaryota;SAR;Alveolata;Chromerida	Chromerida	1	1	3	0	1	1	0	1	1	0	0	0	1	0	3	1	0	1	2	1	1	1	0	1	1	1	1	0	0	0	0	1	2	1	1	1	1	0	4	2	1	1	1	1	1	2	1	0	3	3	1	0	1	0	1	0	0	0	3	3	0	0	2	1	1	2	2	2	0	0	0	0	0	1	1	3	2	1	2	0	0	0	2	1	0	3	0	1	4	0	2	0	2	1
phylum	Main genome;Eukaryota;SAR;Alveolata;Syndiniales class incertae sedis	Syndiniales class incertae sedis	25	27	23	15	32	25	13	31	42	1	28	24	36	2	48	48	20	20	47	33	28	34	31	23	51	39	33	23	15	25	0	47	29	32	34	39	27	19	41	26	48	35	25	13	35	42	30	20	38	44	39	19	16	14	49	1	0	27	34	37	34	22	40	29	26	31	27	52	25	29	25	20	29	32	29	14	37	14	27	15	0	0	45	32	0	38	1	39	43	28	44	20	42	33
phylum	Main genome;Eukaryota;SAR;Alveolata;Perkinsidae phylum incertae sedis	Perkinsidae phylum incertae sedis	11	11	14	3	9	6	8	9	19	0	10	13	25	0	37	13	6	8	24	11	10	15	13	13	21	13	6	9	5	10	0	15	12	13	13	15	16	5	23	12	18	23	16	8	8	18	11	11	13	27	9	3	4	4	17	0	0	10	22	17	7	7	36	15	7	17	11	32	8	9	11	4	10	16	13	5	16	7	10	9	0	0	16	13	0	29	0	18	31	11	23	6	26	11
phylum	Main genome;Eukaryota;SAR;Rhizaria;Cercozoa	Cercozoa	338	288	314	176	314	265	211	343	383	10	324	319	378	20	738	384	215	174	574	410	313	377	349	321	460	384	322	281	204	258	4	451	320	308	304	372	318	211	518	309	533	484	405	181	324	517	342	319	368	618	296	158	157	185	516	25	12	317	582	418	296	173	667	361	254	397	330	565	277	324	293	189	313	464	318	187	391	188	340	189	0	2	404	334	1	588	24	502	661	301	486	215	655	336
phylum	Main genome;Eukaryota;SAR;Rhizaria;Retaria	Retaria	12	2	14	3	17	6	5	16	28	0	18	13	23	1	44	13	4	5	28	4	12	16	11	19	19	18	6	13	4	3	0	15	20	22	6	19	9	8	38	19	26	18	18	7	1	20	15	18	22	37	4	6	4	7	22	0	0	9	37	21	10	7	44	19	2	13	14	37	7	8	4	2	10	9	10	5	22	8	18	3	0	0	16	13	0	40	0	33	39	5	23	5	38	18
